@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24, unlabeled}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
F, 0.65, 0.51, 0.16999999999999998, 1.5670000000000002, 0.7245, 0.349, 0.391, unlabeled
F, 0.69, 0.545, 0.205, 1.933, 0.7855, 0.42899999999999994, 0.498, unlabeled
F, 0.595, 0.47, 0.155, 1.121, 0.45150000000000007, 0.178, 0.155, unlabeled
F, 0.605, 0.485, 0.165, 1.0105, 0.435, 0.209, 0.3, unlabeled
F, 0.5349999999999999, 0.42, 0.13, 0.699, 0.3125, 0.1565, 0.2035, unlabeled
I, 0.53, 0.425, 0.13, 0.7675000000000001, 0.41899999999999993, 0.1205, 0.21, unlabeled
M, 0.495, 0.395, 0.125, 0.5415, 0.2375, 0.1345, 0.155, unlabeled
F, 0.59, 0.455, 0.15, 0.976, 0.465, 0.20549999999999996, 0.2765, unlabeled
I, 0.5199999999999999, 0.39000000000000007, 0.14, 0.7325, 0.2415, 0.144, 0.26, unlabeled
I, 0.42, 0.30000000000000004, 0.105, 0.316, 0.1255, 0.07, 0.1035, unlabeled
M, 0.54, 0.42, 0.135, 0.8075000000000001, 0.3485, 0.1795, 0.235, unlabeled
M, 0.64, 0.505, 0.155, 1.1955, 0.5565, 0.211, 0.346, unlabeled
M, 0.605, 0.465, 0.165, 1.056, 0.42149999999999993, 0.2475, 0.34, unlabeled
M, 0.575, 0.4, 0.155, 0.9325, 0.3605, 0.24449999999999997, 0.3, unlabeled
F, 0.645, 0.5, 0.155, 1.2205, 0.6145, 0.23599999999999996, 0.3185, unlabeled
I, 0.37, 0.29, 0.1, 0.25, 0.1025, 0.050499999999999996, 0.085, unlabeled
M, 0.42, 0.34, 0.125, 0.44949999999999996, 0.165, 0.11250000000000002, 0.144, unlabeled
M, 0.45, 0.355, 0.12000000000000001, 0.3955, 0.147, 0.0765, 0.145, unlabeled
F, 0.5199999999999999, 0.425, 0.15, 0.813, 0.38499999999999995, 0.20150000000000004, 0.23, unlabeled
M, 0.635, 0.515, 0.16, 1.2075, 0.5385, 0.282, 0.345, unlabeled
F, 0.71, 0.575, 0.17499999999999996, 1.5550000000000002, 0.6465, 0.3705, 0.52, unlabeled
M, 0.715, 0.52, 0.18, 1.6, 0.708, 0.3525, 0.445, unlabeled
M, 0.655, 0.53, 0.17499999999999996, 1.2635, 0.48599999999999993, 0.2635, 0.415, unlabeled
I, 0.22000000000000003, 0.165, 0.055, 0.0545, 0.0215, 0.012, 0.02, unlabeled
F, 0.465, 0.35, 0.135, 0.6265, 0.259, 0.1445, 0.175, unlabeled
M, 0.575, 0.47, 0.185, 0.985, 0.37449999999999994, 0.2175, 0.355, unlabeled
I, 0.47, 0.355, 0.145, 0.44849999999999995, 0.156, 0.102, 0.123, unlabeled
M, 0.5199999999999999, 0.395, 0.125, 0.5815, 0.2565, 0.1265, 0.17, unlabeled
I, 0.38, 0.275, 0.095, 0.2425, 0.10600000000000001, 0.048499999999999995, 0.21, unlabeled
I, 0.305, 0.245, 0.075, 0.156, 0.0675, 0.038, 0.045, unlabeled
I, 0.48999999999999994, 0.37500000000000006, 0.115, 0.46149999999999997, 0.204, 0.0945, 0.143, unlabeled
I, 0.395, 0.30000000000000004, 0.12000000000000001, 0.2995, 0.1265, 0.068, 0.0895, unlabeled
F, 0.72, 0.565, 0.18, 1.719, 0.8465, 0.407, 0.3875, unlabeled
F, 0.545, 0.42999999999999994, 0.14, 0.832, 0.4355, 0.17, 0.201, unlabeled
F, 0.575, 0.45999999999999996, 0.19, 0.994, 0.39200000000000007, 0.2425, 0.34, unlabeled
F, 0.47, 0.355, 0.1, 0.4755, 0.1675, 0.0805, 0.185, unlabeled
M, 0.555, 0.435, 0.145, 0.9685, 0.49849999999999994, 0.168, 0.2385, unlabeled
M, 0.64, 0.525, 0.2, 1.3765, 0.44, 0.3075, 0.47, unlabeled
M, 0.44, 0.355, 0.125, 0.4775, 0.132, 0.0815, 0.19, unlabeled
F, 0.63, 0.505, 0.165, 1.065, 0.45949999999999996, 0.21600000000000003, 0.315, unlabeled
I, 0.355, 0.275, 0.09, 0.251, 0.09699999999999999, 0.053, 0.08, unlabeled
M, 0.525, 0.425, 0.12000000000000001, 0.8665, 0.2825, 0.176, 0.29, unlabeled
I, 0.385, 0.29, 0.095, 0.312, 0.143, 0.0635, 0.086, unlabeled
F, 0.4749999999999999, 0.37500000000000006, 0.14, 0.501, 0.192, 0.1175, 0.175, unlabeled
F, 0.46, 0.37500000000000006, 0.12000000000000001, 0.4915, 0.2205, 0.088, 0.17, unlabeled
I, 0.27999999999999997, 0.12, 0.075, 0.11699999999999999, 0.0455, 0.029, 0.0345, unlabeled
I, 0.66, 0.525, 0.18, 1.6935, 0.6025, 0.40049999999999997, 0.42, unlabeled
F, 0.45499999999999996, 0.37500000000000006, 0.125, 0.45799999999999996, 0.1985, 0.111, 0.12, unlabeled
F, 0.575, 0.42, 0.135, 0.857, 0.461, 0.147, 0.2125, unlabeled
M, 0.54, 0.42, 0.12000000000000001, 0.8115000000000001, 0.39200000000000007, 0.1455, 0.2235, unlabeled
F, 0.575, 0.465, 0.17499999999999996, 1.099, 0.4735, 0.20200000000000004, 0.35, unlabeled
M, 0.405, 0.305, 0.08499999999999999, 0.2605, 0.1145, 0.05949999999999999, 0.085, unlabeled
M, 0.615, 0.48, 0.19, 1.36, 0.5305, 0.23750000000000002, 0.47, unlabeled
M, 0.53, 0.415, 0.14, 0.724, 0.3105, 0.1675, 0.205, unlabeled
I, 0.275, 0.2, 0.055, 0.0925, 0.038, 0.021, 0.026, unlabeled
M, 0.2849999999999999, 0.21500000000000002, 0.075, 0.106, 0.0415, 0.023, 0.035, unlabeled
F, 0.575, 0.45, 0.1, 0.9315, 0.43100000000000005, 0.22199999999999998, 0.235, unlabeled
F, 0.63, 0.475, 0.17499999999999996, 1.423, 0.4155, 0.3385, 0.49, unlabeled
F, 0.61, 0.49, 0.16999999999999998, 1.3475, 0.7045, 0.25, 0.3045, unlabeled
M, 0.55, 0.42999999999999994, 0.13, 0.8395, 0.3155, 0.1955, 0.2405, unlabeled
F, 0.545, 0.4, 0.14, 0.778, 0.368, 0.21500000000000002, 0.18, unlabeled
M, 0.625, 0.5, 0.16999999999999998, 1.0985, 0.4645000000000001, 0.22, 0.354, unlabeled
F, 0.64, 0.505, 0.165, 1.2235, 0.5215, 0.2695, 0.36, unlabeled
M, 0.5349999999999999, 0.42, 0.16, 0.72, 0.275, 0.164, 0.225, unlabeled
M, 0.57, 0.44499999999999995, 0.15, 0.9875, 0.504, 0.20700000000000002, 0.249, unlabeled
I, 0.4, 0.29, 0.1, 0.2675, 0.1205, 0.0605, 0.0765, unlabeled
F, 0.675, 0.57, 0.225, 1.5870000000000002, 0.739, 0.2995, 0.435, unlabeled
M, 0.62, 0.465, 0.145, 0.9109999999999999, 0.375, 0.21449999999999997, 0.278, unlabeled
I, 0.5049999999999999, 0.4, 0.145, 0.7045, 0.334, 0.1425, 0.207, unlabeled
M, 0.48999999999999994, 0.38, 0.135, 0.5415, 0.21749999999999997, 0.095, 0.19, unlabeled
M, 0.56, 0.45, 0.17499999999999996, 1.011, 0.3835, 0.20649999999999996, 0.37, unlabeled
M, 0.58, 0.465, 0.15, 0.9065, 0.371, 0.1965, 0.29, unlabeled
I, 0.395, 0.31, 0.08499999999999999, 0.317, 0.153, 0.050499999999999996, 0.0935, unlabeled
F, 0.635, 0.495, 0.18, 1.596, 0.617, 0.317, 0.37, unlabeled
I, 0.45499999999999996, 0.35, 0.13, 0.4725, 0.21499999999999997, 0.0745, 0.15, unlabeled
M, 0.665, 0.535, 0.155, 1.383, 0.596, 0.2565, 0.485, unlabeled
I, 0.35, 0.26, 0.075, 0.18, 0.09, 0.024499999999999997, 0.055, unlabeled
F, 0.645, 0.5, 0.18, 1.2785, 0.5345, 0.2995, 0.345, unlabeled
I, 0.42, 0.32, 0.115, 0.409, 0.2055, 0.0935, 0.105, unlabeled
M, 0.71, 0.555, 0.17499999999999996, 2.14, 1.2455, 0.3725, 0.434, unlabeled
F, 0.56, 0.42, 0.18, 1.6645, 0.7755, 0.35, 0.4525, unlabeled
I, 0.335, 0.26, 0.1, 0.192, 0.0785, 0.05850000000000001, 0.07, unlabeled
F, 0.435, 0.35, 0.105, 0.4195, 0.19400000000000003, 0.10049999999999999, 0.13, unlabeled
I, 0.46, 0.36000000000000004, 0.14, 0.44699999999999995, 0.161, 0.087, 0.16, unlabeled
F, 0.59, 0.455, 0.165, 1.161, 0.38, 0.24550000000000002, 0.28, unlabeled
F, 0.605, 0.47, 0.16, 1.0835, 0.5405, 0.2215, 0.275, unlabeled
I, 0.45499999999999996, 0.355, 0.125, 0.5325, 0.22500000000000003, 0.126, 0.1465, unlabeled
I, 0.585, 0.47, 0.16999999999999998, 0.985, 0.3695, 0.2395, 0.315, unlabeled
I, 0.245, 0.175, 0.055, 0.0785, 0.04, 0.018, 0.02, unlabeled
I, 0.46, 0.35, 0.115, 0.4155, 0.18, 0.098, 0.1175, unlabeled
M, 0.515, 0.41, 0.14, 0.7355, 0.3065, 0.137, 0.2, unlabeled
M, 0.595, 0.5, 0.165, 1.06, 0.402, 0.28, 0.275, unlabeled
I, 0.56, 0.455, 0.145, 0.974, 0.547, 0.1615, 0.235, unlabeled
M, 0.51, 0.4, 0.14, 0.6905, 0.259, 0.151, 0.23, unlabeled
M, 0.525, 0.4, 0.13, 0.8295000000000001, 0.2405, 0.1825, 0.275, unlabeled
F, 0.685, 0.53, 0.16999999999999998, 1.5105, 0.7385, 0.3525, 0.3725, unlabeled
M, 0.64, 0.49, 0.14, 1.194, 0.44449999999999995, 0.23800000000000002, 0.375, unlabeled
M, 0.595, 0.455, 0.145, 0.942, 0.43, 0.182, 0.277, unlabeled
I, 0.445, 0.33, 0.11, 0.358, 0.1525, 0.067, 0.1185, unlabeled
F, 0.5049999999999999, 0.41, 0.15, 0.644, 0.285, 0.145, 0.21, unlabeled
M, 0.4749999999999999, 0.395, 0.135, 0.592, 0.2465, 0.1645, 0.2, unlabeled
M, 0.32, 0.24, 0.08, 0.18, 0.08, 0.0385, 0.055, unlabeled
I, 0.545, 0.42999999999999994, 0.15, 0.7285, 0.302, 0.1315, 0.2545, unlabeled
F, 0.665, 0.505, 0.16, 1.2915, 0.631, 0.2925, 0.32, unlabeled
F, 0.635, 0.505, 0.145, 1.1345, 0.505, 0.2655, 0.315, unlabeled
M, 0.705, 0.55, 0.21, 1.4385, 0.655, 0.3255, 0.462, unlabeled
I, 0.4749999999999999, 0.335, 0.1, 0.44249999999999995, 0.1895, 0.086, 0.135, unlabeled
M, 0.165, 0.125, 0.04, 0.0245, 0.009500000000000001, 0.0045000000000000005, 0.0080, unlabeled
I, 0.165, 0.12, 0.030000000000000002, 0.0215, 0.006999999999999999, 0.005000000000000001, 0.0050, unlabeled
F, 0.435, 0.325, 0.115, 0.3915, 0.154, 0.094, 0.12, unlabeled
M, 0.63, 0.485, 0.165, 1.233, 0.6565, 0.23150000000000004, 0.3035, unlabeled
M, 0.56, 0.435, 0.18, 0.8889999999999999, 0.36, 0.204, 0.25, unlabeled
F, 0.4, 0.32, 0.11, 0.353, 0.1405, 0.0985, 0.1, unlabeled
F, 0.48999999999999994, 0.4, 0.145, 0.6635, 0.20999999999999996, 0.1295, 0.2515, unlabeled
M, 0.6, 0.455, 0.155, 0.945, 0.43649999999999994, 0.2085, 0.25, unlabeled
F, 0.5349999999999999, 0.42, 0.15, 0.7365, 0.2785, 0.186, 0.215, unlabeled
I, 0.325, 0.245, 0.075, 0.1495, 0.0605, 0.033, 0.045, unlabeled
I, 0.55, 0.4050000000000001, 0.15, 0.6755, 0.3015, 0.1465, 0.21, unlabeled
F, 0.6, 0.48, 0.16999999999999998, 1.056, 0.4575, 0.2435, 0.3135, unlabeled
I, 0.53, 0.41, 0.15, 0.612, 0.24349999999999997, 0.1525, 0.1895, unlabeled
I, 0.42, 0.32, 0.1, 0.34, 0.1745, 0.05, 0.0945, unlabeled
M, 0.5199999999999999, 0.4, 0.12000000000000001, 0.58, 0.23400000000000004, 0.1315, 0.185, unlabeled
I, 0.34, 0.24999999999999997, 0.075, 0.1765, 0.0785, 0.0405, 0.05, unlabeled
F, 0.53, 0.425, 0.13, 0.717, 0.2115, 0.166, 0.255, unlabeled
M, 0.525, 0.415, 0.16, 0.6445, 0.26, 0.1575, 0.22, unlabeled
M, 0.62, 0.495, 0.18, 1.2555, 0.5765, 0.254, 0.355, unlabeled
I, 0.54, 0.42, 0.14, 0.6275, 0.2505, 0.1175, 0.235, unlabeled
I, 0.435, 0.335, 0.095, 0.298, 0.109, 0.057999999999999996, 0.115, unlabeled
I, 0.39, 0.31, 0.1, 0.302, 0.116, 0.064, 0.115, unlabeled
I, 0.47, 0.365, 0.1, 0.411, 0.175, 0.0855, 0.135, unlabeled
F, 0.555, 0.42999999999999994, 0.14, 0.7545000000000001, 0.3525, 0.1835, 0.2015, unlabeled
F, 0.585, 0.47, 0.16999999999999998, 1.099, 0.39749999999999996, 0.23250000000000004, 0.358, unlabeled
I, 0.495, 0.355, 0.12000000000000001, 0.4965, 0.214, 0.1045, 0.1495, unlabeled
I, 0.39, 0.30000000000000004, 0.095, 0.3265, 0.1665, 0.0575, 0.089, unlabeled
F, 0.595, 0.45999999999999996, 0.155, 1.0455, 0.4565000000000001, 0.24, 0.3085, unlabeled
F, 0.605, 0.485, 0.16, 1.201, 0.417, 0.2875, 0.38, unlabeled
F, 0.61, 0.485, 0.165, 1.087, 0.4255, 0.23200000000000004, 0.38, unlabeled
I, 0.57, 0.44499999999999995, 0.145, 0.7405, 0.306, 0.172, 0.1825, unlabeled
M, 0.595, 0.455, 0.15, 0.8859999999999999, 0.43149999999999994, 0.20099999999999998, 0.223, unlabeled
I, 0.45499999999999996, 0.37, 0.125, 0.433, 0.201, 0.1265, 0.145, unlabeled
I, 0.165, 0.12, 0.05, 0.021000000000000005, 0.0075, 0.0045000000000000005, 0.014, unlabeled
F, 0.625, 0.49, 0.19, 1.7015, 0.7465000000000002, 0.4104999999999999, 0.3855, unlabeled
M, 0.655, 0.515, 0.16, 1.31, 0.553, 0.369, 0.345, unlabeled
M, 0.665, 0.525, 0.17499999999999996, 1.443, 0.6635, 0.38449999999999995, 0.353, unlabeled
M, 0.585, 0.455, 0.145, 0.953, 0.3945000000000001, 0.2685, 0.258, unlabeled
F, 0.515, 0.39000000000000007, 0.13, 0.5755, 0.1975, 0.13, 0.1845, unlabeled
I, 0.485, 0.37500000000000006, 0.13, 0.6025, 0.2935, 0.1285, 0.16, unlabeled
M, 0.5199999999999999, 0.45, 0.15, 0.8949999999999999, 0.3615, 0.186, 0.235, unlabeled
M, 0.62, 0.45, 0.2, 0.858, 0.42850000000000005, 0.1525, 0.2405, unlabeled
I, 0.4749999999999999, 0.355, 0.115, 0.5195, 0.279, 0.088, 0.1325, unlabeled
I, 0.44, 0.33, 0.135, 0.4095, 0.163, 0.10049999999999999, 0.119, unlabeled
M, 0.64, 0.52, 0.2, 1.407, 0.566, 0.304, 0.455, unlabeled
I, 0.44, 0.365, 0.115, 0.501, 0.24349999999999997, 0.084, 0.1465, unlabeled
M, 0.57, 0.45999999999999996, 0.14, 0.9535, 0.44650000000000006, 0.20649999999999996, 0.245, unlabeled
F, 0.6, 0.45999999999999996, 0.15, 1.235, 0.6025, 0.274, 0.29, unlabeled
M, 0.645, 0.515, 0.185, 1.4605, 0.5835, 0.3155, 0.41, unlabeled
M, 0.74, 0.535, 0.185, 1.65, 0.734, 0.4505, 0.335, unlabeled
M, 0.72, 0.565, 0.145, 1.187, 0.691, 0.1945, 0.2685, unlabeled
M, 0.48, 0.37500000000000006, 0.12000000000000001, 0.5895, 0.2535, 0.128, 0.172, unlabeled
F, 0.625, 0.495, 0.165, 1.262, 0.507, 0.318, 0.39, unlabeled
F, 0.665, 0.53, 0.18, 1.491, 0.6345, 0.342, 0.435, unlabeled
M, 0.595, 0.475, 0.165, 1.213, 0.621, 0.2435, 0.274, unlabeled
F, 0.565, 0.44, 0.15, 0.863, 0.435, 0.149, 0.26999999999999996, unlabeled
I, 0.5199999999999999, 0.41, 0.145, 0.646, 0.2965, 0.1595, 0.165, unlabeled
I, 0.525, 0.39000000000000007, 0.105, 0.567, 0.2875, 0.10749999999999998, 0.16, unlabeled
M, 0.775, 0.63, 0.25, 2.7795, 1.3485, 0.76, 0.578, unlabeled
F, 0.55, 0.425, 0.14, 0.952, 0.4895, 0.1945, 0.2185, unlabeled
F, 0.675, 0.525, 0.155, 1.4785, 0.628, 0.3405, 0.42, unlabeled
I, 0.275, 0.195, 0.065, 0.106, 0.054, 0.02, 0.028, unlabeled
M, 0.69, 0.54, 0.185, 1.6195, 0.533, 0.353, 0.555, unlabeled
M, 0.47, 0.37, 0.12000000000000001, 0.5795, 0.293, 0.227, 0.14, unlabeled
M, 0.625, 0.485, 0.16, 1.2135, 0.631, 0.22350000000000003, 0.302, unlabeled
M, 0.625, 0.495, 0.17499999999999996, 1.254, 0.5815, 0.286, 0.3185, unlabeled
M, 0.65, 0.515, 0.18, 1.463, 0.658, 0.3135, 0.4115, unlabeled
M, 0.59, 0.455, 0.155, 0.8855, 0.388, 0.188, 0.275, unlabeled
I, 0.46, 0.35, 0.11, 0.46749999999999997, 0.21249999999999997, 0.099, 0.1375, unlabeled
F, 0.5049999999999999, 0.37500000000000006, 0.115, 0.5895, 0.2635, 0.12, 0.167, unlabeled
M, 0.4, 0.29, 0.115, 0.2795, 0.1115, 0.0575, 0.075, unlabeled
M, 0.5349999999999999, 0.42, 0.16, 0.7465, 0.348, 0.1515, 0.2185, unlabeled
M, 0.655, 0.505, 0.165, 1.27, 0.6035, 0.262, 0.335, unlabeled
M, 0.47, 0.37500000000000006, 0.12000000000000001, 0.5565, 0.226, 0.122, 0.195, unlabeled
I, 0.5199999999999999, 0.41, 0.14, 0.699, 0.3395, 0.129, 0.1945, unlabeled
I, 0.36, 0.27, 0.08499999999999999, 0.2185, 0.1065, 0.038, 0.062, unlabeled
I, 0.43, 0.335, 0.105, 0.378, 0.188, 0.0785, 0.09, unlabeled
M, 0.55, 0.44, 0.16, 0.991, 0.348, 0.168, 0.375, unlabeled
I, 0.54, 0.42, 0.14, 0.6665, 0.3125, 0.138, 0.1895, unlabeled
M, 0.575, 0.45, 0.165, 0.9655, 0.498, 0.19, 0.23, unlabeled
M, 0.6, 0.475, 0.17499999999999996, 1.3445, 0.549, 0.2875, 0.36, unlabeled
M, 0.56, 0.41, 0.165, 0.9299999999999999, 0.3505, 0.23700000000000002, 0.3, unlabeled
I, 0.45, 0.335, 0.11, 0.4195, 0.181, 0.085, 0.1345, unlabeled
M, 0.6, 0.465, 0.155, 1.262, 0.6245, 0.24550000000000002, 0.33, unlabeled
I, 0.4, 0.265, 0.1, 0.2775, 0.1245, 0.0605, 0.08, unlabeled
I, 0.375, 0.275, 0.095, 0.2465, 0.11, 0.0415, 0.0775, unlabeled
M, 0.615, 0.475, 0.16999999999999998, 1.1825, 0.474, 0.2895, 0.24, unlabeled
M, 0.65, 0.485, 0.16, 1.7395, 0.5715, 0.2785, 0.3075, unlabeled
I, 0.275, 0.2, 0.065, 0.092, 0.0385, 0.0235, 0.027, unlabeled
F, 0.585, 0.455, 0.13, 0.8755, 0.4109999999999999, 0.20649999999999996, 0.225, unlabeled
F, 0.66, 0.52, 0.2, 1.676, 0.673, 0.4805, 0.45, unlabeled
F, 0.5, 0.4, 0.15, 0.8085000000000001, 0.273, 0.11200000000000002, 0.295, unlabeled
M, 0.58, 0.465, 0.145, 0.8869999999999999, 0.4405, 0.1655, 0.265, unlabeled
F, 0.7, 0.575, 0.16999999999999998, 1.31, 0.5095, 0.314, 0.42, unlabeled
M, 0.615, 0.49, 0.16999999999999998, 1.145, 0.4915, 0.20800000000000002, 0.343, unlabeled
F, 0.655, 0.515, 0.2, 1.494, 0.7255, 0.309, 0.405, unlabeled
I, 0.4, 0.30000000000000004, 0.11, 0.315, 0.109, 0.067, 0.12, unlabeled
I, 0.43, 0.325, 0.105, 0.309, 0.11900000000000001, 0.08, 0.098, unlabeled
M, 0.45, 0.32, 0.1, 0.381, 0.1705, 0.075, 0.115, unlabeled
I, 0.575, 0.45, 0.145, 0.872, 0.4675, 0.18, 0.217, unlabeled
M, 0.5349999999999999, 0.42, 0.15, 0.6995, 0.2575, 0.153, 0.24, unlabeled
M, 0.55, 0.42999999999999994, 0.18, 0.8265000000000001, 0.4405, 0.159, 0.225, unlabeled
F, 0.45499999999999996, 0.355, 0.12000000000000001, 0.44949999999999996, 0.177, 0.10400000000000001, 0.15, unlabeled
I, 0.375, 0.28500000000000003, 0.09, 0.257, 0.1045, 0.062, 0.075, unlabeled
I, 0.355, 0.2800000000000001, 0.08499999999999999, 0.2905, 0.09499999999999999, 0.0395, 0.115, unlabeled
F, 0.645, 0.52, 0.18, 1.285, 0.5775, 0.352, 0.317, unlabeled
M, 0.69, 0.54, 0.185, 1.71, 0.7725, 0.38549999999999995, 0.4325, unlabeled
F, 0.5349999999999999, 0.45999999999999996, 0.145, 0.7875000000000001, 0.3395, 0.20049999999999998, 0.2, unlabeled
I, 0.395, 0.27, 0.1, 0.2985, 0.1445, 0.061, 0.082, unlabeled
M, 0.515, 0.4050000000000001, 0.14, 0.8505, 0.312, 0.146, 0.315, unlabeled
I, 0.385, 0.29, 0.09, 0.23199999999999998, 0.0855, 0.0495, 0.08, unlabeled
M, 0.555, 0.44, 0.145, 0.85, 0.4165, 0.1685, 0.23, unlabeled
M, 0.5049999999999999, 0.365, 0.115, 0.521, 0.25, 0.096, 0.15, unlabeled
M, 0.415, 0.325, 0.14, 0.417, 0.1535, 0.10150000000000002, 0.144, unlabeled
M, 0.655, 0.53, 0.195, 1.388, 0.567, 0.2735, 0.41, unlabeled
M, 0.56, 0.45, 0.145, 0.8939999999999999, 0.3885, 0.2095, 0.264, unlabeled
I, 0.41, 0.30000000000000004, 0.09, 0.304, 0.129, 0.071, 0.0955, unlabeled
M, 0.61, 0.485, 0.16999999999999998, 1.281, 0.597, 0.3035, 0.33, unlabeled
I, 0.575, 0.475, 0.16999999999999998, 0.967, 0.3775, 0.284, 0.275, unlabeled
F, 0.36, 0.27, 0.09, 0.1885, 0.0845, 0.0385, 0.055, unlabeled
F, 0.62, 0.48, 0.165, 1.043, 0.48349999999999993, 0.221, 0.31, unlabeled
F, 0.54, 0.44, 0.16, 1.0905, 0.391, 0.2295, 0.355, unlabeled
I, 0.26, 0.2, 0.07, 0.092, 0.037, 0.02, 0.03, unlabeled
M, 0.4749999999999999, 0.36000000000000004, 0.1, 0.4285, 0.19650000000000004, 0.099, 0.112, unlabeled
M, 0.61, 0.48, 0.15, 1.2, 0.56, 0.24550000000000002, 0.28, unlabeled
F, 0.575, 0.45999999999999996, 0.165, 1.065, 0.49849999999999994, 0.21449999999999997, 0.2815, unlabeled
M, 0.57, 0.455, 0.155, 0.832, 0.3585, 0.174, 0.277, unlabeled
F, 0.66, 0.535, 0.17499999999999996, 1.5175000000000003, 0.711, 0.3125, 0.415, unlabeled
F, 0.495, 0.385, 0.135, 0.6625, 0.3005, 0.1635, 0.185, unlabeled
I, 0.2, 0.155, 0.04, 0.0435, 0.0155, 0.0090, 0.006999999999999999, unlabeled
F, 0.515, 0.4, 0.125, 0.615, 0.2865, 0.12300000000000001, 0.1765, unlabeled
I, 0.635, 0.5, 0.165, 1.489, 0.715, 0.3445, 0.3615, unlabeled
I, 0.44, 0.35, 0.11, 0.3805, 0.1575, 0.0895, 0.115, unlabeled
F, 0.64, 0.495, 0.16999999999999998, 1.2265, 0.49, 0.377, 0.2875, unlabeled
M, 0.6, 0.475, 0.19, 1.0875, 0.403, 0.2655, 0.325, unlabeled
I, 0.4749999999999999, 0.365, 0.1, 0.1315, 0.2025, 0.0875, 0.123, unlabeled
M, 0.38, 0.27, 0.095, 0.219, 0.0835, 0.0515, 0.07, unlabeled
F, 0.635, 0.535, 0.19, 1.242, 0.576, 0.2475, 0.39, unlabeled
F, 0.59, 0.465, 0.15, 1.151, 0.613, 0.239, 0.2515, unlabeled
I, 0.45499999999999996, 0.325, 0.135, 0.82, 0.4005, 0.1715, 0.211, unlabeled
F, 0.48999999999999994, 0.39000000000000007, 0.135, 0.5785, 0.2465, 0.12300000000000001, 0.2, unlabeled
F, 0.72, 0.565, 0.16999999999999998, 1.6130000000000002, 0.723, 0.3255, 0.4945, unlabeled
I, 0.415, 0.31, 0.1, 0.2805, 0.114, 0.05650000000000001, 0.0975, unlabeled
I, 0.485, 0.38, 0.125, 0.5215, 0.2215, 0.11799999999999998, 0.16, unlabeled
I, 0.435, 0.335, 0.1, 0.3245, 0.135, 0.0785, 0.098, unlabeled
F, 0.66, 0.53, 0.18, 1.5175000000000003, 0.7765, 0.302, 0.401, unlabeled
I, 0.46, 0.37, 0.11, 0.3965, 0.1485, 0.0855, 0.1455, unlabeled
F, 0.665, 0.5, 0.17499999999999996, 1.742, 0.595, 0.3025, 0.725, unlabeled
M, 0.67, 0.52, 0.19, 1.6385, 0.8115, 0.369, 0.391, unlabeled
I, 0.5199999999999999, 0.4, 0.14, 0.622, 0.278, 0.1455, 0.169, unlabeled
M, 0.61, 0.49, 0.16, 1.146, 0.597, 0.24600000000000002, 0.265, unlabeled
I, 0.2849999999999999, 0.205, 0.07, 0.106, 0.039, 0.028500000000000004, 0.034, unlabeled
F, 0.55, 0.44, 0.135, 0.8435, 0.43399999999999994, 0.1995, 0.185, unlabeled
M, 0.51, 0.39000000000000007, 0.125, 0.6565, 0.262, 0.1835, 0.175, unlabeled
I, 0.465, 0.36000000000000004, 0.105, 0.498, 0.214, 0.11600000000000002, 0.14, unlabeled
F, 0.645, 0.525, 0.19, 1.8085, 0.7035, 0.3885, 0.395, unlabeled
I, 0.335, 0.245, 0.09, 0.1665, 0.0595, 0.04, 0.06, unlabeled
F, 0.605, 0.475, 0.165, 1.056, 0.433, 0.2195, 0.357, unlabeled
M, 0.55, 0.425, 0.16, 0.97, 0.2885, 0.139, 0.48, unlabeled
I, 0.425, 0.31, 0.095, 0.3505, 0.1645, 0.071, 0.1, unlabeled
I, 0.545, 0.435, 0.135, 0.7715000000000001, 0.372, 0.148, 0.227, unlabeled
I, 0.445, 0.335, 0.11, 0.411, 0.1985, 0.0935, 0.109, unlabeled
I, 0.525, 0.4, 0.14, 0.6955, 0.2405, 0.16, 0.253, unlabeled
F, 0.575, 0.45999999999999996, 0.16, 1.103, 0.538, 0.221, 0.249, unlabeled
I, 0.375, 0.30000000000000004, 0.075, 0.144, 0.059000000000000004, 0.029999999999999995, 0.044, unlabeled
M, 0.72, 0.55, 0.205, 2.125, 1.1455, 0.4425, 0.511, unlabeled
I, 0.605, 0.495, 0.145, 1.054, 0.369, 0.2255, 0.36, unlabeled
F, 0.625, 0.49, 0.155, 1.2085, 0.465, 0.162, 0.411, unlabeled
M, 0.655, 0.52, 0.165, 1.4095, 0.586, 0.291, 0.405, unlabeled
F, 0.655, 0.5, 0.18, 1.4154999999999998, 0.508, 0.314, 0.445, unlabeled
I, 0.45, 0.33, 0.11, 0.3685, 0.16, 0.0885, 0.102, unlabeled
